[2024-10-12T10:43:24.084+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T10:43:24.296+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9239040B, recent allocation size: 2097152B, recent allocation duration: 210.60ms, recent old gen allocation rate: 9958146.95B/s, recent marking phase length: 0.00ms
[2024-10-12T10:43:36.240+0800] GC(100) Adaptive IHOP information (value update), threshold: 106016525B (92.93), internal target occupancy: 114085068B, occupancy: 118756864B, additional buffer size: 6291456B, predicted old gen allocation rate: 3801167.71B/s, predicted marking phase length: 467.51ms, prediction active: true
[2024-10-12T10:43:36.395+0800] GC(102) Basic information (value update), threshold: 112368566B (83.72), target occupancy: 134217728B, current occupancy: 122951168B, recent allocation size: 6192B, recent allocation duration: 153.26ms, recent old gen allocation rate: 40401.27B/s, recent marking phase length: 276.59ms
[2024-10-12T10:43:36.395+0800] GC(102) Adaptive IHOP information (value update), threshold: 112368566B (98.50), internal target occupancy: 114085068B, occupancy: 122951168B, additional buffer size: 0B, predicted old gen allocation rate: 3671577.36B/s, predicted marking phase length: 467.51ms, prediction active: true
[2024-10-12T10:43:36.458+0800] GC(103) Basic information (value update), threshold: 112395973B (83.74), target occupancy: 134217728B, current occupancy: 125520448B, recent allocation size: 30960B, recent allocation duration: 153.26ms, recent old gen allocation rate: 202006.34B/s, recent marking phase length: 214.82ms
[2024-10-12T10:43:36.458+0800] GC(103) Adaptive IHOP information (value update), threshold: 112395973B (98.52), internal target occupancy: 114085068B, occupancy: 125520448B, additional buffer size: 0B, predicted old gen allocation rate: 3671577.36B/s, predicted marking phase length: 460.05ms, prediction active: true
[2024-10-12T10:43:36.791+0800] GC(107) Basic information (value update), threshold: 106162693B (79.10), target occupancy: 134217728B, current occupancy: 83752888B, recent allocation size: 0B, recent allocation duration: 394.60ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 214.82ms
[2024-10-12T10:43:36.791+0800] GC(107) Adaptive IHOP information (value update), threshold: 106162693B (93.06), internal target occupancy: 114085068B, occupancy: 83752888B, additional buffer size: 6291456B, predicted old gen allocation rate: 3545119.19B/s, predicted marking phase length: 460.05ms, prediction active: true
[2024-10-12T10:43:36.895+0800] GC(108) Basic information (value update), threshold: 106217660B (79.14), target occupancy: 134217728B, current occupancy: 88180152B, recent allocation size: 6192B, recent allocation duration: 102.89ms, recent old gen allocation rate: 60177.90B/s, recent marking phase length: 214.82ms
[2024-10-12T10:43:36.895+0800] GC(108) Adaptive IHOP information (value update), threshold: 106217660B (93.10), internal target occupancy: 114085068B, occupancy: 88180152B, additional buffer size: 6291456B, predicted old gen allocation rate: 3425637.98B/s, predicted marking phase length: 460.05ms, prediction active: true
[2024-10-12T10:43:36.998+0800] GC(109) Basic information (value update), threshold: 106270618B (79.18), target occupancy: 134217728B, current occupancy: 92141496B, recent allocation size: 6192B, recent allocation duration: 102.35ms, recent old gen allocation rate: 60495.86B/s, recent marking phase length: 214.82ms
[2024-10-12T10:43:36.998+0800] GC(109) Adaptive IHOP information (value update), threshold: 106270618B (93.15), internal target occupancy: 114085068B, occupancy: 92141496B, additional buffer size: 6291456B, predicted old gen allocation rate: 3310524.69B/s, predicted marking phase length: 460.05ms, prediction active: true
[2024-10-12T10:43:37.102+0800] GC(110) Basic information (value update), threshold: 106322022B (79.22), target occupancy: 134217728B, current occupancy: 96335800B, recent allocation size: 4128B, recent allocation duration: 103.02ms, recent old gen allocation rate: 40068.58B/s, recent marking phase length: 214.82ms
[2024-10-12T10:43:37.102+0800] GC(110) Adaptive IHOP information (value update), threshold: 106322022B (93.20), internal target occupancy: 114085068B, occupancy: 96335800B, additional buffer size: 6291456B, predicted old gen allocation rate: 3198787.61B/s, predicted marking phase length: 460.05ms, prediction active: true
[2024-10-12T10:43:37.206+0800] GC(111) Basic information (value update), threshold: 106371174B (79.25), target occupancy: 134217728B, current occupancy: 100297144B, recent allocation size: 6192B, recent allocation duration: 102.66ms, recent old gen allocation rate: 60317.46B/s, recent marking phase length: 214.82ms
[2024-10-12T10:43:37.206+0800] GC(111) Adaptive IHOP information (value update), threshold: 106371174B (93.24), internal target occupancy: 114085068B, occupancy: 100297144B, additional buffer size: 6291456B, predicted old gen allocation rate: 3091946.08B/s, predicted marking phase length: 460.05ms, prediction active: true
[2024-10-12T10:43:37.362+0800] GC(113) Basic information (value update), threshold: 112710362B (83.98), target occupancy: 134217728B, current occupancy: 104260536B, recent allocation size: 6192B, recent allocation duration: 153.04ms, recent old gen allocation rate: 40459.41B/s, recent marking phase length: 214.82ms
[2024-10-12T10:43:37.362+0800] GC(113) Adaptive IHOP information (value update), threshold: 112710362B (98.80), internal target occupancy: 114085068B, occupancy: 104260536B, additional buffer size: 0B, predicted old gen allocation rate: 2988191.23B/s, predicted marking phase length: 460.05ms, prediction active: true
[2024-10-12T10:43:37.466+0800] GC(114) Basic information (value update), threshold: 112730470B (83.99), target occupancy: 134217728B, current occupancy: 101370256B, recent allocation size: 84624B, recent allocation duration: 153.04ms, recent old gen allocation rate: 552945.31B/s, recent marking phase length: 255.24ms
[2024-10-12T10:43:37.466+0800] GC(114) Adaptive IHOP information (value update), threshold: 112730470B (98.81), internal target occupancy: 114085068B, occupancy: 101370256B, additional buffer size: 0B, predicted old gen allocation rate: 2988191.23B/s, predicted marking phase length: 453.32ms, prediction active: true
[2024-10-12T10:43:38.095+0800] GC(120) Basic information (value update), threshold: 106483958B (79.34), target occupancy: 134217728B, current occupancy: 111253360B, recent allocation size: 6192B, recent allocation duration: 102.19ms, recent old gen allocation rate: 60590.69B/s, recent marking phase length: 255.24ms
[2024-10-12T10:43:38.096+0800] GC(120) Adaptive IHOP information (value update), threshold: 106483958B (93.34), internal target occupancy: 114085068B, occupancy: 111253360B, additional buffer size: 6291456B, predicted old gen allocation rate: 2889046.23B/s, predicted marking phase length: 453.32ms, prediction active: true
[2024-10-12T10:43:38.200+0800] GC(121) Basic information (value update), threshold: 106527273B (79.37), target occupancy: 134217728B, current occupancy: 115214704B, recent allocation size: 6192B, recent allocation duration: 103.01ms, recent old gen allocation rate: 60112.32B/s, recent marking phase length: 255.24ms
[2024-10-12T10:43:38.200+0800] GC(121) Adaptive IHOP information (value update), threshold: 106527273B (93.38), internal target occupancy: 114085068B, occupancy: 115214704B, additional buffer size: 6291456B, predicted old gen allocation rate: 2793493.99B/s, predicted marking phase length: 453.32ms, prediction active: true
[2024-10-12T10:43:38.354+0800] GC(123) Basic information (value update), threshold: 112860834B (84.09), target occupancy: 134217728B, current occupancy: 119411056B, recent allocation size: 6192B, recent allocation duration: 152.24ms, recent old gen allocation rate: 40673.91B/s, recent marking phase length: 255.24ms
[2024-10-12T10:43:38.355+0800] GC(123) Adaptive IHOP information (value update), threshold: 112860834B (98.93), internal target occupancy: 114085068B, occupancy: 119411056B, additional buffer size: 0B, predicted old gen allocation rate: 2700613.29B/s, predicted marking phase length: 453.32ms, prediction active: true
[2024-10-12T10:43:38.418+0800] GC(124) Basic information (value update), threshold: 112880877B (84.10), target occupancy: 134217728B, current occupancy: 111304368B, recent allocation size: 55728B, recent allocation duration: 152.24ms, recent old gen allocation rate: 366065.18B/s, recent marking phase length: 214.45ms
[2024-10-12T10:43:38.418+0800] GC(124) Adaptive IHOP information (value update), threshold: 112880877B (98.94), internal target occupancy: 114085068B, occupancy: 111304368B, additional buffer size: 0B, predicted old gen allocation rate: 2700613.29B/s, predicted marking phase length: 445.90ms, prediction active: true
[2024-10-12T10:43:39.046+0800] GC(130) Basic information (value update), threshold: 106628964B (79.44), target occupancy: 134217728B, current occupancy: 110535864B, recent allocation size: 6192B, recent allocation duration: 102.81ms, recent old gen allocation rate: 60228.70B/s, recent marking phase length: 214.45ms
[2024-10-12T10:43:39.046+0800] GC(130) Adaptive IHOP information (value update), threshold: 106628964B (93.46), internal target occupancy: 114085068B, occupancy: 110535864B, additional buffer size: 6291456B, predicted old gen allocation rate: 2611930.23B/s, predicted marking phase length: 445.90ms, prediction active: true
[2024-10-12T10:43:39.149+0800] GC(131) Basic information (value update), threshold: 106667064B (79.47), target occupancy: 134217728B, current occupancy: 114732216B, recent allocation size: 6192B, recent allocation duration: 102.16ms, recent old gen allocation rate: 60608.76B/s, recent marking phase length: 214.45ms
[2024-10-12T10:43:39.150+0800] GC(131) Adaptive IHOP information (value update), threshold: 106667064B (93.50), internal target occupancy: 114085068B, occupancy: 114732216B, additional buffer size: 6291456B, predicted old gen allocation rate: 2526485.28B/s, predicted marking phase length: 445.90ms, prediction active: true
[2024-10-12T10:43:39.253+0800] GC(132) Basic information (value update), threshold: 106704166B (79.50), target occupancy: 134217728B, current occupancy: 118225592B, recent allocation size: 4128B, recent allocation duration: 102.82ms, recent old gen allocation rate: 40148.87B/s, recent marking phase length: 214.45ms
[2024-10-12T10:43:39.253+0800] GC(132) Adaptive IHOP information (value update), threshold: 106704166B (93.53), internal target occupancy: 114085068B, occupancy: 118225592B, additional buffer size: 6291456B, predicted old gen allocation rate: 2443276.78B/s, predicted marking phase length: 445.90ms, prediction active: true
[2024-10-12T10:43:39.408+0800] GC(134) Basic information (value update), threshold: 113031369B (84.21), target occupancy: 134217728B, current occupancy: 121953976B, recent allocation size: 6192B, recent allocation duration: 152.28ms, recent old gen allocation rate: 40662.61B/s, recent marking phase length: 214.45ms
[2024-10-12T10:43:39.408+0800] GC(134) Adaptive IHOP information (value update), threshold: 113031369B (99.08), internal target occupancy: 114085068B, occupancy: 121953976B, additional buffer size: 0B, predicted old gen allocation rate: 2363108.23B/s, predicted marking phase length: 445.90ms, prediction active: true
[2024-10-12T10:43:39.471+0800] GC(135) Basic information (value update), threshold: 113048786B (84.23), target occupancy: 134217728B, current occupancy: 114967272B, recent allocation size: 30960B, recent allocation duration: 152.28ms, recent old gen allocation rate: 203313.04B/s, recent marking phase length: 213.82ms
[2024-10-12T10:43:39.471+0800] GC(135) Adaptive IHOP information (value update), threshold: 113048786B (99.09), internal target occupancy: 114085068B, occupancy: 114967272B, additional buffer size: 0B, predicted old gen allocation rate: 2363108.23B/s, predicted marking phase length: 438.53ms, prediction active: true
[2024-10-12T10:43:40.166+0800] GC(142) Basic information (value update), threshold: 106791222B (79.57), target occupancy: 134217728B, current occupancy: 110135312B, recent allocation size: 4128B, recent allocation duration: 102.79ms, recent old gen allocation rate: 40159.47B/s, recent marking phase length: 213.82ms
[2024-10-12T10:43:40.166+0800] GC(142) Adaptive IHOP information (value update), threshold: 106791222B (93.61), internal target occupancy: 114085068B, occupancy: 110135312B, additional buffer size: 6291456B, predicted old gen allocation rate: 2285821.78B/s, predicted marking phase length: 438.53ms, prediction active: true
