[2024-10-12T10:37:12.887+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T10:37:13.080+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9239040B, recent allocation size: 2097152B, recent allocation duration: 192.93ms, recent old gen allocation rate: 10870017.12B/s, recent marking phase length: 0.00ms
[2024-10-12T10:37:22.368+0800] GC(79) Adaptive IHOP information (value update), threshold: 105850458B (92.78), internal target occupancy: 114085068B, occupancy: 115493336B, additional buffer size: 6291456B, predicted old gen allocation rate: 4167396.99B/s, predicted marking phase length: 466.28ms, prediction active: true
[2024-10-12T10:37:22.524+0800] GC(81) Basic information (value update), threshold: 112207880B (83.60), target occupancy: 134217728B, current occupancy: 119920600B, recent allocation size: 6192B, recent allocation duration: 153.33ms, recent old gen allocation rate: 40382.56B/s, recent marking phase length: 214.89ms
[2024-10-12T10:37:22.524+0800] GC(81) Adaptive IHOP information (value update), threshold: 112207880B (98.35), internal target occupancy: 114085068B, occupancy: 119920600B, additional buffer size: 0B, predicted old gen allocation rate: 4025921.30B/s, predicted marking phase length: 466.28ms, prediction active: true
[2024-10-12T10:37:22.588+0800] GC(82) Basic information (value update), threshold: 112238400B (83.62), target occupancy: 134217728B, current occupancy: 115730664B, recent allocation size: 8256B, recent allocation duration: 153.33ms, recent old gen allocation rate: 53843.41B/s, recent marking phase length: 215.12ms
[2024-10-12T10:37:22.588+0800] GC(82) Adaptive IHOP information (value update), threshold: 112238400B (98.38), internal target occupancy: 114085068B, occupancy: 115730664B, additional buffer size: 0B, predicted old gen allocation rate: 4025921.30B/s, predicted marking phase length: 458.69ms, prediction active: true
[2024-10-12T10:37:22.798+0800] GC(85) Basic information (value update), threshold: 106009797B (78.98), target occupancy: 134217728B, current occupancy: 125530352B, recent allocation size: 6192B, recent allocation duration: 272.77ms, recent old gen allocation rate: 22700.59B/s, recent marking phase length: 215.12ms
[2024-10-12T10:37:22.798+0800] GC(85) Adaptive IHOP information (value update), threshold: 106009797B (92.92), internal target occupancy: 114085068B, occupancy: 125530352B, additional buffer size: 6291456B, predicted old gen allocation rate: 3888895.99B/s, predicted marking phase length: 458.69ms, prediction active: true
[2024-10-12T10:37:22.912+0800] GC(87) Basic information (value update), threshold: 112361209B (83.72), target occupancy: 134217728B, current occupancy: 125756416B, recent allocation size: 6192B, recent allocation duration: 111.69ms, recent old gen allocation rate: 55439.49B/s, recent marking phase length: 215.12ms
[2024-10-12T10:37:22.912+0800] GC(87) Adaptive IHOP information (value update), threshold: 112361209B (98.49), internal target occupancy: 114085068B, occupancy: 125756416B, additional buffer size: 0B, predicted old gen allocation rate: 3758186.74B/s, predicted marking phase length: 458.69ms, prediction active: true
[2024-10-12T10:37:22.955+0800] GC(88) Basic information (value update), threshold: 112392478B (83.74), target occupancy: 134217728B, current occupancy: 127855616B, recent allocation size: 2097152B, recent allocation duration: 111.69ms, recent old gen allocation rate: 18776654.18B/s, recent marking phase length: 153.12ms
[2024-10-12T10:37:22.955+0800] GC(88) Adaptive IHOP information (value update), threshold: 112392478B (98.52), internal target occupancy: 114085068B, occupancy: 127855616B, additional buffer size: 0B, predicted old gen allocation rate: 3758186.74B/s, predicted marking phase length: 450.37ms, prediction active: true
[2024-10-12T10:37:23.245+0800] GC(91) Basic information (value update), threshold: 104061602B (77.53), target occupancy: 134217728B, current occupancy: 82886072B, recent allocation size: 0B, recent allocation duration: 330.96ms, recent old gen allocation rate: 0.00B/s, recent marking phase length: 153.12ms
[2024-10-12T10:37:23.245+0800] GC(91) Adaptive IHOP information (value update), threshold: 104061602B (91.21), internal target occupancy: 114085068B, occupancy: 82886072B, additional buffer size: 8388608B, predicted old gen allocation rate: 3629998.71B/s, predicted marking phase length: 450.37ms, prediction active: true
[2024-10-12T10:37:23.410+0800] GC(92) Basic information (value update), threshold: 106213689B (79.14), target occupancy: 134217728B, current occupancy: 89411000B, recent allocation size: 6192B, recent allocation duration: 164.08ms, recent old gen allocation rate: 37737.74B/s, recent marking phase length: 153.12ms
[2024-10-12T10:37:23.410+0800] GC(92) Adaptive IHOP information (value update), threshold: 106213689B (93.10), internal target occupancy: 114085068B, occupancy: 89411000B, additional buffer size: 6291456B, predicted old gen allocation rate: 3508023.83B/s, predicted marking phase length: 450.37ms, prediction active: true
[2024-10-12T10:37:23.514+0800] GC(93) Basic information (value update), threshold: 106266198B (79.17), target occupancy: 134217728B, current occupancy: 93373880B, recent allocation size: 6192B, recent allocation duration: 102.35ms, recent old gen allocation rate: 60495.74B/s, recent marking phase length: 153.12ms
[2024-10-12T10:37:23.514+0800] GC(93) Adaptive IHOP information (value update), threshold: 106266198B (93.15), internal target occupancy: 114085068B, occupancy: 93373880B, additional buffer size: 6291456B, predicted old gen allocation rate: 3391433.21B/s, predicted marking phase length: 450.37ms, prediction active: true
[2024-10-12T10:37:23.618+0800] GC(94) Basic information (value update), threshold: 106317175B (79.21), target occupancy: 134217728B, current occupancy: 96634296B, recent allocation size: 4128B, recent allocation duration: 102.93ms, recent old gen allocation rate: 40105.01B/s, recent marking phase length: 153.12ms
[2024-10-12T10:37:23.618+0800] GC(94) Adaptive IHOP information (value update), threshold: 106317175B (93.19), internal target occupancy: 114085068B, occupancy: 96634296B, additional buffer size: 6291456B, predicted old gen allocation rate: 3278244.23B/s, predicted marking phase length: 450.37ms, prediction active: true
[2024-10-12T10:37:23.722+0800] GC(95) Basic information (value update), threshold: 106366293B (79.25), target occupancy: 134217728B, current occupancy: 100595640B, recent allocation size: 4128B, recent allocation duration: 102.36ms, recent old gen allocation rate: 40328.06B/s, recent marking phase length: 153.12ms
[2024-10-12T10:37:23.722+0800] GC(95) Adaptive IHOP information (value update), threshold: 106366293B (93.23), internal target occupancy: 114085068B, occupancy: 100595640B, additional buffer size: 6291456B, predicted old gen allocation rate: 3169185.62B/s, predicted marking phase length: 450.37ms, prediction active: true
[2024-10-12T10:37:23.877+0800] GC(97) Basic information (value update), threshold: 112705076B (83.97), target occupancy: 134217728B, current occupancy: 104789944B, recent allocation size: 6192B, recent allocation duration: 152.94ms, recent old gen allocation rate: 40485.39B/s, recent marking phase length: 153.12ms
[2024-10-12T10:37:23.877+0800] GC(97) Adaptive IHOP information (value update), threshold: 112705076B (98.79), internal target occupancy: 114085068B, occupancy: 104789944B, additional buffer size: 0B, predicted old gen allocation rate: 3064100.53B/s, predicted marking phase length: 450.37ms, prediction active: true
[2024-10-12T10:37:23.981+0800] GC(98) Basic information (value update), threshold: 112725394B (83.99), target occupancy: 134217728B, current occupancy: 100591712B, recent allocation size: 6192B, recent allocation duration: 152.94ms, recent old gen allocation rate: 40485.39B/s, recent marking phase length: 255.27ms
[2024-10-12T10:37:23.981+0800] GC(98) Adaptive IHOP information (value update), threshold: 112725394B (98.81), internal target occupancy: 114085068B, occupancy: 100591712B, additional buffer size: 0B, predicted old gen allocation rate: 3064100.53B/s, predicted marking phase length: 443.74ms, prediction active: true
[2024-10-12T10:37:24.190+0800] GC(100) Basic information (value update), threshold: 106478878B (79.33), target occupancy: 134217728B, current occupancy: 105478632B, recent allocation size: 4128B, recent allocation duration: 102.38ms, recent old gen allocation rate: 40322.28B/s, recent marking phase length: 255.27ms
[2024-10-12T10:37:24.190+0800] GC(100) Adaptive IHOP information (value update), threshold: 106478878B (93.33), internal target occupancy: 114085068B, occupancy: 105478632B, additional buffer size: 6291456B, predicted old gen allocation rate: 2962826.62B/s, predicted marking phase length: 443.74ms, prediction active: true
[2024-10-12T10:37:24.273+0800] GC(101) Basic information (value update), threshold: 106521526B (79.36), target occupancy: 134217728B, current occupancy: 108742632B, recent allocation size: 6192B, recent allocation duration: 82.06ms, recent old gen allocation rate: 75454.94B/s, recent marking phase length: 255.27ms
[2024-10-12T10:37:24.273+0800] GC(101) Adaptive IHOP information (value update), threshold: 106521526B (93.37), internal target occupancy: 114085068B, occupancy: 108742632B, additional buffer size: 6291456B, predicted old gen allocation rate: 2866717.99B/s, predicted marking phase length: 443.74ms, prediction active: true
[2024-10-12T10:37:24.450+0800] GC(103) Basic information (value update), threshold: 112854840B (84.08), target occupancy: 134217728B, current occupancy: 112934888B, recent allocation size: 2103344B, recent allocation duration: 173.92ms, recent old gen allocation rate: 12094071.98B/s, recent marking phase length: 255.27ms
[2024-10-12T10:37:24.450+0800] GC(103) Adaptive IHOP information (value update), threshold: 112854840B (98.92), internal target occupancy: 114085068B, occupancy: 112934888B, additional buffer size: 0B, predicted old gen allocation rate: 2772387.55B/s, predicted marking phase length: 443.74ms, prediction active: true
[2024-10-12T10:37:24.513+0800] GC(104) Basic information (value update), threshold: 112874153B (84.10), target occupancy: 134217728B, current occupancy: 106175320B, recent allocation size: 10320B, recent allocation duration: 173.92ms, recent old gen allocation rate: 59339.23B/s, recent marking phase length: 235.63ms
[2024-10-12T10:37:24.513+0800] GC(104) Adaptive IHOP information (value update), threshold: 112874153B (98.94), internal target occupancy: 114085068B, occupancy: 106175320B, additional buffer size: 0B, predicted old gen allocation rate: 2772387.55B/s, predicted marking phase length: 436.78ms, prediction active: true
[2024-10-12T10:37:24.826+0800] GC(107) Basic information (value update), threshold: 106621950B (79.44), target occupancy: 134217728B, current occupancy: 110831016B, recent allocation size: 6192B, recent allocation duration: 103.04ms, recent old gen allocation rate: 60091.23B/s, recent marking phase length: 235.63ms
[2024-10-12T10:37:24.826+0800] GC(107) Adaptive IHOP information (value update), threshold: 106621950B (93.46), internal target occupancy: 114085068B, occupancy: 110831016B, additional buffer size: 6291456B, predicted old gen allocation rate: 2682518.07B/s, predicted marking phase length: 436.78ms, prediction active: true
[2024-10-12T10:37:24.981+0800] GC(109) Basic information (value update), threshold: 112951607B (84.16), target occupancy: 134217728B, current occupancy: 114324392B, recent allocation size: 6192B, recent allocation duration: 152.09ms, recent old gen allocation rate: 40712.20B/s, recent marking phase length: 235.63ms
[2024-10-12T10:37:24.981+0800] GC(109) Adaptive IHOP information (value update), threshold: 112951607B (99.01), internal target occupancy: 114085068B, occupancy: 114324392B, additional buffer size: 0B, predicted old gen allocation rate: 2595057.52B/s, predicted marking phase length: 436.78ms, prediction active: true
[2024-10-12T10:37:25.086+0800] GC(110) Basic information (value update), threshold: 112967822B (84.17), target occupancy: 134217728B, current occupancy: 109769440B, recent allocation size: 2220992B, recent allocation duration: 152.09ms, recent old gen allocation rate: 14602950.08B/s, recent marking phase length: 255.03ms
[2024-10-12T10:37:25.086+0800] GC(110) Adaptive IHOP information (value update), threshold: 112967822B (99.02), internal target occupancy: 114085068B, occupancy: 109769440B, additional buffer size: 0B, predicted old gen allocation rate: 2595057.52B/s, predicted marking phase length: 430.53ms, prediction active: true
