[2024-10-12T11:43:58.289+0800] Target occupancy update: old: 0B, new: 134217728B
[2024-10-12T11:43:58.505+0800] GC(0) Basic information (value update), threshold: 60397977B (45.00), target occupancy: 134217728B, current occupancy: 9704960B, recent allocation size: 2097152B, recent allocation duration: 214.13ms, recent old gen allocation rate: 9793836.88B/s, recent marking phase length: 0.00ms
[2024-10-12T11:44:09.019+0800] GC(88) Adaptive IHOP information (value update), threshold: 112706552B (98.79), internal target occupancy: 114085068B, occupancy: 112686496B, additional buffer size: 0B, predicted old gen allocation rate: 3314410.36B/s, predicted marking phase length: 415.92ms, prediction active: true
[2024-10-12T11:44:09.124+0800] GC(89) Basic information (value update), threshold: 112722501B (83.98), target occupancy: 134217728B, current occupancy: 106617696B, recent allocation size: 22704B, recent allocation duration: 153.10ms, recent old gen allocation rate: 148291.57B/s, recent marking phase length: 255.67ms
[2024-10-12T11:44:09.124+0800] GC(89) Adaptive IHOP information (value update), threshold: 112722501B (98.81), internal target occupancy: 114085068B, occupancy: 106617696B, additional buffer size: 0B, predicted old gen allocation rate: 3314410.36B/s, predicted marking phase length: 411.10ms, prediction active: true
[2024-10-12T11:44:09.654+0800] GC(94) Basic information (value update), threshold: 106475398B (79.33), target occupancy: 134217728B, current occupancy: 106175360B, recent allocation size: 2112584B, recent allocation duration: 103.45ms, recent old gen allocation rate: 20422036.58B/s, recent marking phase length: 255.67ms
[2024-10-12T11:44:09.654+0800] GC(94) Adaptive IHOP information (value update), threshold: 106475398B (93.33), internal target occupancy: 114085068B, occupancy: 106175360B, additional buffer size: 6291456B, predicted old gen allocation rate: 3206522.45B/s, predicted marking phase length: 411.10ms, prediction active: true
[2024-10-12T11:44:09.758+0800] GC(95) Basic information (value update), threshold: 106519607B (79.36), target occupancy: 134217728B, current occupancy: 110602624B, recent allocation size: 6192B, recent allocation duration: 102.40ms, recent old gen allocation rate: 60468.68B/s, recent marking phase length: 255.67ms
[2024-10-12T11:44:09.758+0800] GC(95) Adaptive IHOP information (value update), threshold: 106519607B (93.37), internal target occupancy: 114085068B, occupancy: 110602624B, additional buffer size: 6291456B, predicted old gen allocation rate: 3098985.16B/s, predicted marking phase length: 411.10ms, prediction active: true
[2024-10-12T11:44:09.863+0800] GC(96) Basic information (value update), threshold: 106562211B (79.40), target occupancy: 134217728B, current occupancy: 114333056B, recent allocation size: 6192B, recent allocation duration: 103.14ms, recent old gen allocation rate: 60036.02B/s, recent marking phase length: 255.67ms
[2024-10-12T11:44:09.863+0800] GC(96) Adaptive IHOP information (value update), threshold: 106562211B (93.41), internal target occupancy: 114085068B, occupancy: 114333056B, additional buffer size: 6291456B, predicted old gen allocation rate: 2995352.33B/s, predicted marking phase length: 411.10ms, prediction active: true
[2024-10-12T11:44:10.018+0800] GC(98) Basic information (value update), threshold: 112895041B (84.11), target occupancy: 134217728B, current occupancy: 118525312B, recent allocation size: 6192B, recent allocation duration: 152.49ms, recent old gen allocation rate: 40605.65B/s, recent marking phase length: 255.67ms
[2024-10-12T11:44:10.018+0800] GC(98) Adaptive IHOP information (value update), threshold: 112895041B (98.96), internal target occupancy: 114085068B, occupancy: 118525312B, additional buffer size: 0B, predicted old gen allocation rate: 2894710.67B/s, predicted marking phase length: 411.10ms, prediction active: true
[2024-10-12T11:44:10.123+0800] GC(99) Basic information (value update), threshold: 112908973B (84.12), target occupancy: 134217728B, current occupancy: 115261440B, recent allocation size: 12384B, recent allocation duration: 152.49ms, recent old gen allocation rate: 81211.30B/s, recent marking phase length: 255.72ms
[2024-10-12T11:44:10.123+0800] GC(99) Adaptive IHOP information (value update), threshold: 112908973B (98.97), internal target occupancy: 114085068B, occupancy: 115261440B, additional buffer size: 0B, predicted old gen allocation rate: 2894710.67B/s, predicted marking phase length: 406.29ms, prediction active: true
[2024-10-12T11:44:10.610+0800] GC(104) Basic information (value update), threshold: 106656587B (79.47), target occupancy: 134217728B, current occupancy: 112698368B, recent allocation size: 6192B, recent allocation duration: 102.53ms, recent old gen allocation rate: 60394.30B/s, recent marking phase length: 255.72ms
[2024-10-12T11:44:10.611+0800] GC(104) Adaptive IHOP information (value update), threshold: 106656587B (93.49), internal target occupancy: 114085068B, occupancy: 112698368B, additional buffer size: 6291456B, predicted old gen allocation rate: 2798548.26B/s, predicted marking phase length: 406.29ms, prediction active: true
[2024-10-12T11:44:10.715+0800] GC(105) Basic information (value update), threshold: 106694573B (79.49), target occupancy: 134217728B, current occupancy: 116659712B, recent allocation size: 4128B, recent allocation duration: 103.14ms, recent old gen allocation rate: 40021.83B/s, recent marking phase length: 255.72ms
[2024-10-12T11:44:10.715+0800] GC(105) Adaptive IHOP information (value update), threshold: 106694573B (93.52), internal target occupancy: 114085068B, occupancy: 116659712B, additional buffer size: 6291456B, predicted old gen allocation rate: 2705053.46B/s, predicted marking phase length: 406.29ms, prediction active: true
[2024-10-12T11:44:10.870+0800] GC(107) Basic information (value update), threshold: 113022620B (84.21), target occupancy: 134217728B, current occupancy: 117125632B, recent allocation size: 6192B, recent allocation duration: 152.38ms, recent old gen allocation rate: 40636.06B/s, recent marking phase length: 255.72ms
[2024-10-12T11:44:10.871+0800] GC(107) Adaptive IHOP information (value update), threshold: 113022620B (99.07), internal target occupancy: 114085068B, occupancy: 117125632B, additional buffer size: 0B, predicted old gen allocation rate: 2614991.37B/s, predicted marking phase length: 406.29ms, prediction active: true
[2024-10-12T11:44:10.976+0800] GC(108) Basic information (value update), threshold: 113035117B (84.22), target occupancy: 134217728B, current occupancy: 115261440B, recent allocation size: 16512B, recent allocation duration: 152.38ms, recent old gen allocation rate: 108362.81B/s, recent marking phase length: 255.55ms
[2024-10-12T11:44:10.976+0800] GC(108) Adaptive IHOP information (value update), threshold: 113035117B (99.08), internal target occupancy: 114085068B, occupancy: 115261440B, additional buffer size: 0B, predicted old gen allocation rate: 2614991.37B/s, predicted marking phase length: 401.51ms, prediction active: true
[2024-10-12T11:44:11.571+0800] GC(114) Basic information (value update), threshold: 106778512B (79.56), target occupancy: 134217728B, current occupancy: 120621056B, recent allocation size: 4128B, recent allocation duration: 102.65ms, recent old gen allocation rate: 40213.45B/s, recent marking phase length: 255.55ms
[2024-10-12T11:44:11.571+0800] GC(114) Adaptive IHOP information (value update), threshold: 106778512B (93.60), internal target occupancy: 114085068B, occupancy: 120621056B, additional buffer size: 6291456B, predicted old gen allocation rate: 2528191.61B/s, predicted marking phase length: 401.51ms, prediction active: true
[2024-10-12T11:44:11.727+0800] GC(116) Basic information (value update), threshold: 113103549B (84.27), target occupancy: 134217728B, current occupancy: 122485248B, recent allocation size: 6192B, recent allocation duration: 153.35ms, recent old gen allocation rate: 40376.92B/s, recent marking phase length: 255.55ms
[2024-10-12T11:44:11.727+0800] GC(116) Adaptive IHOP information (value update), threshold: 113103549B (99.14), internal target occupancy: 114085068B, occupancy: 122485248B, additional buffer size: 0B, predicted old gen allocation rate: 2444556.98B/s, predicted marking phase length: 401.51ms, prediction active: true
[2024-10-12T11:44:11.791+0800] GC(117) Basic information (value update), threshold: 113116620B (84.28), target occupancy: 134217728B, current occupancy: 115034688B, recent allocation size: 8256B, recent allocation duration: 153.35ms, recent old gen allocation rate: 53835.89B/s, recent marking phase length: 215.16ms
[2024-10-12T11:44:11.791+0800] GC(117) Adaptive IHOP information (value update), threshold: 113116620B (99.15), internal target occupancy: 114085068B, occupancy: 115034688B, additional buffer size: 0B, predicted old gen allocation rate: 2444556.98B/s, predicted marking phase length: 396.17ms, prediction active: true
[2024-10-12T11:44:12.365+0800] GC(123) Basic information (value update), threshold: 106856764B (79.61), target occupancy: 134217728B, current occupancy: 112465408B, recent allocation size: 6192B, recent allocation duration: 103.10ms, recent old gen allocation rate: 60059.84B/s, recent marking phase length: 215.16ms
[2024-10-12T11:44:12.365+0800] GC(123) Adaptive IHOP information (value update), threshold: 106856764B (93.66), internal target occupancy: 114085068B, occupancy: 112465408B, additional buffer size: 6291456B, predicted old gen allocation rate: 2364790.77B/s, predicted marking phase length: 396.17ms, prediction active: true
[2024-10-12T11:44:12.469+0800] GC(124) Basic information (value update), threshold: 106887213B (79.64), target occupancy: 134217728B, current occupancy: 116659712B, recent allocation size: 6192B, recent allocation duration: 102.52ms, recent old gen allocation rate: 60398.81B/s, recent marking phase length: 215.16ms
[2024-10-12T11:44:12.469+0800] GC(124) Adaptive IHOP information (value update), threshold: 106887213B (93.69), internal target occupancy: 114085068B, occupancy: 116659712B, additional buffer size: 6291456B, predicted old gen allocation rate: 2287931.64B/s, predicted marking phase length: 396.17ms, prediction active: true
[2024-10-12T11:44:12.625+0800] GC(126) Basic information (value update), threshold: 113208351B (84.35), target occupancy: 134217728B, current occupancy: 116426752B, recent allocation size: 6192B, recent allocation duration: 153.03ms, recent old gen allocation rate: 40461.60B/s, recent marking phase length: 215.16ms
[2024-10-12T11:44:12.625+0800] GC(126) Adaptive IHOP information (value update), threshold: 113208351B (99.23), internal target occupancy: 114085068B, occupancy: 116426752B, additional buffer size: 0B, predicted old gen allocation rate: 2213007.84B/s, predicted marking phase length: 396.17ms, prediction active: true
[2024-10-12T11:44:12.730+0800] GC(127) Basic information (value update), threshold: 113218665B (84.35), target occupancy: 134217728B, current occupancy: 108038144B, recent allocation size: 86688B, recent allocation duration: 153.03ms, recent old gen allocation rate: 566462.45B/s, recent marking phase length: 255.61ms
[2024-10-12T11:44:12.730+0800] GC(127) Adaptive IHOP information (value update), threshold: 113218665B (99.24), internal target occupancy: 114085068B, occupancy: 108038144B, additional buffer size: 0B, predicted old gen allocation rate: 2213007.84B/s, predicted marking phase length: 391.50ms, prediction active: true
[2024-10-12T11:44:13.260+0800] GC(132) Basic information (value update), threshold: 106955152B (79.69), target occupancy: 134217728B, current occupancy: 106639872B, recent allocation size: 6192B, recent allocation duration: 103.05ms, recent old gen allocation rate: 60086.98B/s, recent marking phase length: 255.61ms
[2024-10-12T11:44:13.260+0800] GC(132) Adaptive IHOP information (value update), threshold: 106955152B (93.75), internal target occupancy: 114085068B, occupancy: 106639872B, additional buffer size: 6291456B, predicted old gen allocation rate: 2141634.86B/s, predicted marking phase length: 391.50ms, prediction active: true
[2024-10-12T11:44:13.364+0800] GC(133) Basic information (value update), threshold: 106982081B (79.71), target occupancy: 134217728B, current occupancy: 110836736B, recent allocation size: 6192B, recent allocation duration: 102.46ms, recent old gen allocation rate: 60432.42B/s, recent marking phase length: 255.61ms
[2024-10-12T11:44:13.364+0800] GC(133) Adaptive IHOP information (value update), threshold: 106982081B (93.77), internal target occupancy: 114085068B, occupancy: 110836736B, additional buffer size: 6291456B, predicted old gen allocation rate: 2072852.12B/s, predicted marking phase length: 391.50ms, prediction active: true
